1,7513135.568,4691722.874,620.112,PERDHESA
2,7513132.501,4691720.099,620.112,PERDHESA
6,7513133.257,4691719.323,620.112,PERDHESA
7,7513128.986,4691715.505,620.112,PERDHESA
11,7513130.596,4691713.706,620.112,PERDHESA
12,7513129.454,4691712.656,620.112,PERDHESA
13,7513129.172,4691712.005,620.112,PERDHESA
14,7513129.62,4691710.995,620.112,PERDHESA
15,7513132.685,4691707.655,620.112,PERDHESA
65,7513134.155,4691707.022,620.112,PERDHESA
67,7513135.857,4691707.745,620.112,PERDHESA
68,7513143.253,4691714.464,620.112,PERDHESA
8,7513128.764,4691715.831,620.112,SHKALET
9,7513126.84,4691714.119,620.112,SHKALET
10,7513129.257,4691711.459,620.112,SHKALET
98,7513129.791,4691714.606,620.112,HYRJE
